KAYNAK,Trend Başlık,Arama Hacmi,Ne Zaman Başladı,ID,Hashtag,Count,Trend,Tag,Channels / Keywords,video,tag
twitter_trends_tagged.csv,,,,,,,#KademeÖdenmişHaktır,1,,,
twitter_trends_tagged.csv,,,,,,,#Şaşırmadık,1,,,
twitter_trends_tagged.csv,,,,,,,ŞoförünEkmeği Ehliyeti,1,,,
twitter_trends_tagged.csv,,,,,,,Yılbaşı,1,,,
twitter_trends_tagged.csv,,,,,,,Macron,1,,,
twitter_trends_tagged.csv,,,,,,,Bağ-Kur,1,,,
twitter_trends_tagged.csv,,,,,,,Haram,1,,,
twitter_trends_tagged.csv,,,,,,,Türkiye İstatistik Kurumu,1,,,
twitter_trends_tagged.csv,,,,,,,Mehmet Şimşek,1,,,
twitter_trends_tagged.csv,,,,,,,Tüketici Fiyat Endeksi,1,,,
twitter_trends_tagged.csv,,,,,,,jungkook,1,,,
twitter_trends_tagged.csv,,,,,,,Asgari,1,,,
twitter_trends_tagged.csv,,,,,,,Türkiye'dir,1,,,
twitter_trends_tagged.csv,,,,,,,Ocak,1,,,
twitter_trends_tagged.csv,,,,,,,Hitleri,1,,,
twitter_trends_tagged.csv,,,,,,,ÇırakStajyeri Sömürmeyin,1,,,
twitter_trends_tagged.csv,,,,,,,Sağdan,1,,,
twitter_trends_tagged.csv,,,,,,,Nevşin,1,,,
twitter_trends_tagged.csv,,,,,,,Halit Ergenç,1,,,
twitter_trends_tagged.csv,,,,,,,Devlet Bahçeli,1,,,
twitter_trends_tagged.csv,,,,,,,Şah İsmail,1,,,
twitter_trends_tagged.csv,,,,,,,Adolf,1,,,
twitter_trends_tagged.csv,,,,,,,Kamu,1,,,
twitter_trends_tagged.csv,,,,,,,Zehir,1,,,
twitter_trends_tagged.csv,,,,,,,Mesut,1,,,
twitter_trends_tagged.csv,,,,,,,Murat Cemcir,1,,,
twitter_trends_tagged.csv,,,,,,,GAZZE'DE SARI ALARM,1,,,
twitter_trends_tagged.csv,,,,,,,İçişleri Bakanlığı,1,,,
twitter_trends_tagged.csv,,,,,,,TRT'de,1,,,
twitter_trends_tagged.csv,,,,,,,Uzman,1,,,
twitter_trends_tagged.csv,,,,,,,#Rezalet,1,,,
twitter_trends_tagged.csv,,,,,,,#ENAG,1,,,
twitter_trends_tagged.csv,,,,,,,#BirMilyonMağdur,1,,,
twitter_trends_tagged.csv,,,,,,,#MülakatiçinçözümTBMM,1,,,
twitter_trends_tagged.csv,,,,,,,#tüfe,1,,,
twitter_trends_tagged.csv,,,,,,,#kira,1,,,
twitter_trends_tagged.csv,,,,,,,#TOB30TercihHakkımıKısıtlama,1,,,
twitter_trends_tagged.csv,,,,,,,#Farkındalık,1,,,
twitter_trends_tagged.csv,,,,,,,#piyasa,1,,,
twitter_trends_tagged.csv,,,,,,,#BIMAS,1,,,
twitter_trends_tagged.csv,,,,,,,#Emekli,1,,,
twitter_trends_tagged.csv,,,,,,,#5000KısmiyeAdaletsizsiniz,1,,,
twitter_trends_tagged.csv,,,,,,,#BakPostacıGeliyor,1,,,
twitter_trends_tagged.csv,,,,,,,#vakbn,1,,,
twitter_trends_tagged.csv,,,,,,,#MGROS,1,,,
twitter_trends_tagged.csv,,,,,,,#SorulabilecekSorular,1,,,
twitter_trends_tagged.csv,,,,,,,#FROTO,1,,,
twitter_trends_tagged.csv,,,,,,,#tüik,2,,,
twitter_trends_tagged.csv,,,,,,,#3AralıkDünyaEngellilerGünü,2,,,
twitter_trends_tagged.csv,,,,,,,#Enflasyon,2,,,
twitter_trends_tagged.csv,,,,,,,#KademeÖdenmişHaktır,2,,,
twitter_trends_tagged.csv,,,,,,,#Şaşırmadık,2,,,
twitter_trends_tagged.csv,,,,,,,ŞoförünEkmeği Ehliyeti,2,,,
twitter_trends_tagged.csv,,,,,,,Bağ-Kur,2,,,
twitter_trends_tagged.csv,,,,,,,Türkiye İstatistik Kurumu,2,,,
twitter_trends_tagged.csv,,,,,,,Yılbaşı,2,,,
twitter_trends_tagged.csv,,,,,,,Macron,2,,,
twitter_trends_tagged.csv,,,,,,,Kasım 2025,2,,,
twitter_trends_tagged.csv,,,,,,,Tüketici Fiyat Endeksi,2,,,
twitter_trends_tagged.csv,,,,,,,jungkook,2,,,
twitter_trends_tagged.csv,,,,,,,Halit Ergenç,2,,,
twitter_trends_tagged.csv,,,,,,,Sağdan,2,,,
twitter_trends_tagged.csv,,,,,,,Türkiye'dir,2,,,
twitter_trends_tagged.csv,,,,,,,Hitleri,2,,,
twitter_trends_tagged.csv,,,,,,,Asgari,2,,,
twitter_trends_tagged.csv,,,,,,,Haram,2,,,
twitter_trends_tagged.csv,,,,,,,Şah İsmail,2,,,
twitter_trends_tagged.csv,,,,,,,Bahçeli,2,,,
twitter_trends_tagged.csv,,,,,,,Barzani,2,,,
twitter_trends_tagged.csv,,,,,,,Bakan Şimşek,2,,,
twitter_trends_tagged.csv,,,,,,,ÇırakStajyeri Sömürmeyin,2,,,
twitter_trends_tagged.csv,,,,,,,Kamu,2,,,
twitter_trends_tagged.csv,,,,,,,GAZZE'DE SARI ALARM,2,,,
twitter_trends_tagged.csv,,,,,,,İçişleri Bakanlığı,2,,,
twitter_trends_tagged.csv,,,,,,,Uzman,2,,,
twitter_trends_tagged.csv,,,,,,,TRT'de,2,,,
twitter_trends_tagged.csv,,,,,,,Putin,2,,,
twitter_trends_tagged.csv,,,,,,,#ENAG,2,,,
twitter_trends_tagged.csv,,,,,,,#Rezalet,2,,,
twitter_trends_tagged.csv,,,,,,,#tüfe,2,,,
twitter_trends_tagged.csv,,,,,,,#kira,2,,,
twitter_trends_tagged.csv,,,,,,,#MülakatiçinçözümTBMM,2,,,
twitter_trends_tagged.csv,,,,,,,#BirMilyonMağdur,2,,,
twitter_trends_tagged.csv,,,,,,,#TOB30TercihHakkımıKısıtlama,2,,,
twitter_trends_tagged.csv,,,,,,,#Farkındalık,2,,,
twitter_trends_tagged.csv,,,,,,,#BIMAS,2,,,
twitter_trends_tagged.csv,,,,,,,#SorulabilecekSorular,2,,,
twitter_trends_tagged.csv,,,,,,,#faiz,2,,,
twitter_trends_tagged.csv,,,,,,,#mgros,2,,,
twitter_trends_tagged.csv,,,,,,,#FROTO,2,,,
twitter_trends_tagged.csv,,,,,,,#seyyanen,2,,,
twitter_trends_tagged.csv,,,,,,,#gunaydin,2,,,
twitter_trends_tagged.csv,,,,,,,#burce,2,,,
twitter_trends_tagged.csv,,,,,,,#ONCSM,2,,,
twitter_trends_tagged.csv,,,,,,,#YellowAlertInGaza,2,,,
twitter_trends_tagged.csv,,,,,,,#AreYouSure2,2,,,
twitter_trends_tagged.csv,,,,,,,#dstkf,2,,,
twitter_trends_tagged.csv,,,,,,,#3AralıkDünyaEngellilerGünü,3,,,
twitter_trends_tagged.csv,,,,,,,#tüik,3,,,
twitter_trends_tagged.csv,,,,,,,#Enflasyon,3,,,
twitter_trends_tagged.csv,,,,,,,#Şaşırmadık,3,,,
twitter_trends_tagged.csv,,,,,,,#KademeÖdenmişHaktır,3,,,
twitter_trends_tagged.csv,,,,,,,Türkiye İstatistik Kurumu,3,,,
twitter_trends_tagged.csv,,,,,,,Sevgi Varsa Engel Yoktur,3,,,
twitter_trends_tagged.csv,,,,,,,Bağ-Kur,3,,,
twitter_trends_tagged.csv,,,,,,,Kasım 2025,3,,,
twitter_trends_tagged.csv,,,,,,,Macron,3,,,
twitter_trends_tagged.csv,,,,,,,Halit Ergenç,3,,,
twitter_trends_tagged.csv,,,,,,,Şah İsmail,3,,,
twitter_trends_tagged.csv,,,,,,,Hitleri,3,,,
twitter_trends_tagged.csv,,,,,,,Barzani,3,,,
twitter_trends_tagged.csv,,,,,,,Bahçeli,3,,,
twitter_trends_tagged.csv,,,,,,,ÇırakStajyeri Sömürmeyin,3,,,
twitter_trends_tagged.csv,,,,,,,Haram,3,,,
twitter_trends_tagged.csv,,,,,,,Asgari,3,,,
twitter_trends_tagged.csv,,,,,,,GAZZE'DE SARI ALARM,3,,,
twitter_trends_tagged.csv,,,,,,,İçişleri Bakanlığı,3,,,
twitter_trends_tagged.csv,,,,,,,Kamuda,3,,,
twitter_trends_tagged.csv,,,,,,,Putin,3,,,
twitter_trends_tagged.csv,,,,,,,TRT'de,3,,,
twitter_trends_tagged.csv,,,,,,,#Rezalet,3,,,
twitter_trends_tagged.csv,,,,,,,#tüfe,3,,,
twitter_trends_tagged.csv,,,,,,,#ENAG,3,,,
twitter_trends_tagged.csv,,,,,,,#kira,3,,,
twitter_trends_tagged.csv,,,,,,,#TOB30TercihHakkımıKısıtlama,3,,,
twitter_trends_tagged.csv,,,,,,,#memur,3,,,
twitter_trends_tagged.csv,,,,,,,#Farkındalık,3,,,
twitter_trends_tagged.csv,,,,,,,#EngelsizBirDünya,3,,,
twitter_trends_tagged.csv,,,,,,,#SorulabilecekSorular,3,,,
twitter_trends_tagged.csv,,,,,,,#EngelsizYaşam,3,,,
twitter_trends_tagged.csv,,,,,,,#faiz,3,,,
twitter_trends_tagged.csv,,,,,,,#HayırlıSabahlar,3,,,
twitter_trends_tagged.csv,,,,,,,#gunaydin,3,,,
twitter_trends_tagged.csv,,,,,,,#FROTO,3,,,
twitter_trends_tagged.csv,,,,,,,#ONCSM,3,,,
twitter_trends_tagged.csv,,,,,,,#YellowAlertInGaza,3,,,
twitter_trends_tagged.csv,,,,,,,#Kıskanmak,3,,,
twitter_trends_tagged.csv,,,,,,,#ARDYZ,3,,,
twitter_trends_tagged.csv,,,,,,,#dstkf,3,,,
twitter_trends_tagged.csv,,,,,,,#AsrınFelaketiiktidar,3,,,
twitter_trends_tagged.csv,,,,,,,#3AralıkDünyaEngellilerGünü,3,,,
twitter_trends_tagged.csv,,,,,,,#tüik,3,,,
twitter_trends_tagged.csv,,,,,,,#Enflasyon,3,,,
twitter_trends_tagged.csv,,,,,,,#Şaşırmadık,3,,,
twitter_trends_tagged.csv,,,,,,,#KademeÖdenmişHaktır,3,,,
twitter_trends_tagged.csv,,,,,,,Türkiye İstatistik Kurumu,3,,,
twitter_trends_tagged.csv,,,,,,,Sevgi Varsa Engel Yoktur,3,,,
twitter_trends_tagged.csv,,,,,,,Bağ-Kur,4,,,
twitter_trends_tagged.csv,,,,,,,Kasım 2025,4,,,
twitter_trends_tagged.csv,,,,,,,Macron,4,,,
twitter_trends_tagged.csv,,,,,,,Halit Ergenç,4,,,
twitter_trends_tagged.csv,,,,,,,Türkiye'dir,4,,,
twitter_trends_tagged.csv,,,,,,,Şah İsmail,4,,,
twitter_trends_tagged.csv,,,,,,,Hitleri,4,,,
twitter_trends_tagged.csv,,,,,,,Barzani,4,,,
twitter_trends_tagged.csv,,,,,,,Bahçeli,4,,,
twitter_trends_tagged.csv,,,,,,,ÇırakStajyeri Sömürmeyin,4,,,
twitter_trends_tagged.csv,,,,,,,Haram,4,,,
twitter_trends_tagged.csv,,,,,,,Asgari,4,,,
twitter_trends_tagged.csv,,,,,,,GAZZE'DE SARI ALARM,4,,,
twitter_trends_tagged.csv,,,,,,,İçişleri Bakanlığı,4,,,
twitter_trends_tagged.csv,,,,,,,Kamuda,4,,,
twitter_trends_tagged.csv,,,,,,,Putin,4,,,
twitter_trends_tagged.csv,,,,,,,TRT'de,4,,,
twitter_trends_tagged.csv,,,,,,,#Rezalet,4,,,
twitter_trends_tagged.csv,,,,,,,#tüfe,4,,,
twitter_trends_tagged.csv,,,,,,,#ENAG,4,,,
twitter_trends_tagged.csv,,,,,,,#kira,4,,,
twitter_trends_tagged.csv,,,,,,,#TOB30TercihHakkımıKısıtlama,4,,,
twitter_trends_tagged.csv,,,,,,,#memur,4,,,
twitter_trends_tagged.csv,,,,,,,#Farkındalık,4,,,
twitter_trends_tagged.csv,,,,,,,#EngelsizBirDünya,4,,,
twitter_trends_tagged.csv,,,,,,,#SorulabilecekSorular,4,,,
twitter_trends_tagged.csv,,,,,,,#EngelsizYaşam,4,,,
twitter_trends_tagged.csv,,,,,,,#faiz,4,,,
twitter_trends_tagged.csv,,,,,,,#HayırlıSabahlar,4,,,
twitter_trends_tagged.csv,,,,,,,#FROTO,4,,,
twitter_trends_tagged.csv,,,,,,,#gunaydin,4,,,
twitter_trends_tagged.csv,,,,,,,#ONCSM,4,,,
twitter_trends_tagged.csv,,,,,,,#YellowAlertInGaza,4,,,
twitter_trends_tagged.csv,,,,,,,#Kıskanmak,4,,,
twitter_trends_tagged.csv,,,,,,,#ARDYZ,4,,,
twitter_trends_tagged.csv,,,,,,,#dstkf,4,,,
twitter_trends_tagged.csv,,,,,,,#AsrınFelaketiiktidar,4,,,
twitter_trends_tagged.csv,,,,,,,#3AralıkDünyaEngellilerGünü,4,,,
twitter_trends_tagged.csv,,,,,,,#Rezalet,4,,,
twitter_trends_tagged.csv,,,,,,,#Enflasyon,4,,,
twitter_trends_tagged.csv,,,,,,,#EmniyetGörmezdenGelinemez,4,,,
twitter_trends_tagged.csv,,,,,,,#GSvFB,4,,,
twitter_trends_tagged.csv,,,,,,,Barzani,4,,,
twitter_trends_tagged.csv,,,,,,,Barzani,4,,,
twitter_trends_tagged.csv,,,,,,,Günaydınlar,4,,,
twitter_trends_tagged.csv,,,,,,,Galatasaray,4,,,
twitter_trends_tagged.csv,,,,,,,Yasin Kol,4,,,
twitter_trends_tagged.csv,,,,,,,Afet Haberciliği Paneli,4,,,
twitter_trends_tagged.csv,,,,,,,Duran,4,,,
twitter_trends_tagged.csv,,,,,,,Yılmaz Özdil,4,,,
twitter_trends_tagged.csv,,,,,,,Hayırlı Sabahlar,5,,,
twitter_trends_tagged.csv,,,,,,,Aleyküm,5,,,
twitter_trends_tagged.csv,,,,,,,Furkan Karabay,5,,,
twitter_trends_tagged.csv,,,,,,,GAZZE'DE SARI ALARM,5,,,
twitter_trends_tagged.csv,,,,,,,30 Bin,5,,,
twitter_trends_tagged.csv,,,,,,,Jungkook,5,,,
twitter_trends_tagged.csv,,,,,,,Gökhan Gönül,5,,,
twitter_trends_tagged.csv,,,,,,,gündoğdu koleji,5,,,
twitter_trends_tagged.csv,,,,,,,Gülşah Durbay,5,,,
twitter_trends_tagged.csv,,,,,,,Skriniar,5,,,
twitter_trends_tagged.csv,,,,,,,Sevgi Varsa Engel Yoktur,5,,,
twitter_trends_tagged.csv,,,,,,,Okan,5,,,
twitter_trends_tagged.csv,,,,,,,Hakem,5,,,
twitter_trends_tagged.csv,,,,,,,Paro,5,,,
twitter_trends_tagged.csv,,,,,,,Motorcu,5,,,
twitter_trends_tagged.csv,,,,,,,Noel,5,,,
twitter_trends_tagged.csv,,,,,,,Şah İsmail,5,,,
twitter_trends_tagged.csv,,,,,,,NiceYaşlara AfraSaraçoğlu,5,,,
twitter_trends_tagged.csv,,,,,,,Beraberliğe,5,,,
twitter_trends_tagged.csv,,,,,,,ÇırakStajyeri Sömürmeyin,5,,,
twitter_trends_tagged.csv,,,,,,,Kamuda,5,,,
twitter_trends_tagged.csv,,,,,,,Halit Ergenç,5,,,
twitter_trends_tagged.csv,,,,,,,BM Genel Kurulu,5,,,
twitter_trends_tagged.csv,,,,,,,Sanchez,5,,,
twitter_trends_tagged.csv,,,,,,,recep uçar,5,,,
twitter_trends_tagged.csv,,,,,,,TFF'ye,5,,,
twitter_trends_tagged.csv,,,,,,,Ya Erdoğan Olmasaydı,5,,,
twitter_trends_tagged.csv,,,,,,,Hitleri,5,,,
twitter_trends_tagged.csv,,,,,,,Reha,5,,,
twitter_trends_tagged.csv,,,,,,,Faul,5,,,
twitter_trends_tagged.csv,,,,,,,TRT'de,5,,,
twitter_trends_tagged.csv,,,,,,,Davinson,5,,,
twitter_trends_tagged.csv,,,,,,,Gelir Uzmanları,5,,,
twitter_trends_tagged.csv,,,,,,,Kenan Baran,5,,,
twitter_trends_tagged.csv,,,,,,,Rojbaş,5,,,
twitter_trends_tagged.csv,,,,,,,Birleşmiş Milletler,5,,,
twitter_trends_tagged.csv,,,,,,,Kariyer,5,,,
twitter_trends_tagged.csv,,,,,,,#çarşamba,5,,,
twitter_trends_tagged.csv,,,,,,,#GSvFB,5,,,
twitter_trends_tagged.csv,,,,,,,#EmniyetGörmezdenGelinemez,5,,,
twitter_trends_tagged.csv,,,,,,,#Rezalet,5,,,
twitter_trends_tagged.csv,,,,,,,#SorulabilecekSorular,5,,,
twitter_trends_tagged.csv,,,,,,,Barzani,5,,,
twitter_trends_tagged.csv,,,,,,,Galatasaray,5,,,
twitter_trends_tagged.csv,,,,,,,Yasin Kol,5,,,
twitter_trends_tagged.csv,,,,,,,Günaydınlar,5,,,
twitter_trends_tagged.csv,,,,,,,Afet Haberciliği Paneli,5,,,
twitter_trends_tagged.csv,,,,,,,Duran,5,,,
twitter_trends_tagged.csv,,,,,,,Yılmaz Özdil,5,,,
twitter_trends_tagged.csv,,,,,,,Aleyküm,5,,,
twitter_trends_tagged.csv,,,,,,,Gökhan Gönül,6,,,
twitter_trends_tagged.csv,,,,,,,Furkan Karabay,6,,,
twitter_trends_tagged.csv,,,,,,,30 Bin,6,,,
twitter_trends_tagged.csv,,,,,,,GAZZE'DE SARI ALARM,6,,,
twitter_trends_tagged.csv,,,,,,,gündoğdu koleji,6,,,
twitter_trends_tagged.csv,,,,,,,Gülşah Durbay,6,,,
twitter_trends_tagged.csv,,,,,,,Skriniar,6,,,
twitter_trends_tagged.csv,,,,,,,Sevgi Varsa Engel Yoktur,6,,,
twitter_trends_tagged.csv,,,,,,,ÇırakStajyeri Sömürmeyin,6,,,
twitter_trends_tagged.csv,,,,,,,Okan,6,,,
twitter_trends_tagged.csv,,,,,,,Hakem,6,,,
twitter_trends_tagged.csv,,,,,,,Jungkook,6,,,
twitter_trends_tagged.csv,,,,,,,tff'ye,6,,,
twitter_trends_tagged.csv,,,,,,,Paro,6,,,
twitter_trends_tagged.csv,,,,,,,Beraberliğe,6,,,
twitter_trends_tagged.csv,,,,,,,Noel,6,,,
twitter_trends_tagged.csv,,,,,,,Sanchez,6,,,
twitter_trends_tagged.csv,,,,,,,Dışişleri Bakanlığı,6,,,
twitter_trends_tagged.csv,,,,,,,Rojbaş,6,,,
twitter_trends_tagged.csv,,,,,,,İsmail,6,,,
twitter_trends_tagged.csv,,,,,,,Brown,6,,,
twitter_trends_tagged.csv,,,,,,,Davinson,6,,,
twitter_trends_tagged.csv,,,,,,,recep uçar,6,,,
twitter_trends_tagged.csv,,,,,,,Halit Ergenç,6,,,
twitter_trends_tagged.csv,,,,,,,Faul,6,,,
twitter_trends_tagged.csv,,,,,,,Ya Erdoğan Olmasaydı,6,,,
twitter_trends_tagged.csv,,,,,,,Reha,6,,,
twitter_trends_tagged.csv,,,,,,,Kerem,6,,,
twitter_trends_tagged.csv,,,,,,,Tutturdular,6,,,
twitter_trends_tagged.csv,,,,,,,Kenan Baran,6,,,
twitter_trends_tagged.csv,,,,,,,BM Genel Kurulu,6,,,
twitter_trends_tagged.csv,,,,,,,Metin Öztürk,6,,,
twitter_trends_tagged.csv,,,,,,,Hitleri,6,,,
twitter_trends_tagged.csv,,,,,,,TRT'de,6,,,
twitter_trends_tagged.csv,,,,,,,Gelir Uzmanları,6,,,
twitter_trends_tagged.csv,,,,,,,Kariyer,6,,,
twitter_trends_tagged.csv,,,,,,,Alvarez,6,,,
twitter_trends_tagged.csv,,,,,,,#çarşamba,6,,,
twitter_trends_tagged.csv,,,,,,,#GSvFB,6,,,
twitter_trends_tagged.csv,,,,,,,#SorulabilecekSorular,6,,,
twitter_trends_tagged.csv,,,,,,,#FBvGS,6,,,
twitter_trends_tagged.csv,,,,,,,#neolacak,6,,,
twitter_trends_tagged.csv,,,,,,,Barzani,6,,,
twitter_trends_tagged.csv,,,,,,,Galatasaray,6,,,
twitter_trends_tagged.csv,,,,,,,Yasin Kol,6,,,
twitter_trends_tagged.csv,,,,,,,Afet Haberciliği Paneli,6,,,
twitter_trends_tagged.csv,,,,,,,Duran,6,,,
twitter_trends_tagged.csv,,,,,,,Yılmaz Özdil,6,,,
twitter_trends_tagged.csv,,,,,,,Gökhan Gönül,6,,,
twitter_trends_tagged.csv,,,,,,,Furkan Karabay,6,,,
twitter_trends_tagged.csv,,,,,,,Günaydin,7,,,
twitter_trends_tagged.csv,,,,,,,ÇırakStajyeri Sömürmeyin,7,,,
twitter_trends_tagged.csv,,,,,,,Skriniar,7,,,
twitter_trends_tagged.csv,,,,,,,30 Bin,7,,,
twitter_trends_tagged.csv,,,,,,,GAZZE'DE SARI ALARM,7,,,
twitter_trends_tagged.csv,,,,,,,Okan,7,,,
twitter_trends_tagged.csv,,,,,,,Gülşah Durbay,7,,,
twitter_trends_tagged.csv,,,,,,,gündoğdu koleji,7,,,
twitter_trends_tagged.csv,,,,,,,Hakem,7,,,
twitter_trends_tagged.csv,,,,,,,tff'ye,7,,,
twitter_trends_tagged.csv,,,,,,,Beraberliğe,7,,,
twitter_trends_tagged.csv,,,,,,,Paro,7,,,
twitter_trends_tagged.csv,,,,,,,Sanchez,7,,,
twitter_trends_tagged.csv,,,,,,,Ersan Şen,7,,,
twitter_trends_tagged.csv,,,,,,,gelir uzmanları,7,,,
twitter_trends_tagged.csv,,,,,,,İsmail,7,,,
twitter_trends_tagged.csv,,,,,,,Hitleri,7,,,
twitter_trends_tagged.csv,,,,,,,Faul,7,,,
twitter_trends_tagged.csv,,,,,,,namık kemal,7,,,
twitter_trends_tagged.csv,,,,,,,Brown,7,,,
twitter_trends_tagged.csv,,,,,,,Kerem,7,,,
twitter_trends_tagged.csv,,,,,,,Davinson,7,,,
twitter_trends_tagged.csv,,,,,,,Ya Erdoğan Olmasaydı,7,,,
twitter_trends_tagged.csv,,,,,,,Reha,7,,,
twitter_trends_tagged.csv,,,,,,,recep uçar,7,,,
twitter_trends_tagged.csv,,,,,,,Dışişleri Bakanlığı,7,,,
twitter_trends_tagged.csv,,,,,,,Murat Cemcir,7,,,
twitter_trends_tagged.csv,,,,,,,Kazımcan Karataş,7,,,
twitter_trends_tagged.csv,,,,,,,Kenan Baran,7,,,
twitter_trends_tagged.csv,,,,,,,BM Genel Kurulu,7,,,
twitter_trends_tagged.csv,,,,,,,Adolf,7,,,
twitter_trends_tagged.csv,,,,,,,Tutturdular,7,,,
twitter_trends_tagged.csv,,,,,,,Aleykümselam,7,,,
twitter_trends_tagged.csv,,,,,,,Metin Öztürk,7,,,
twitter_trends_tagged.csv,,,,,,,sgk denetmenleri,7,,,
twitter_trends_tagged.csv,,,,,,,Halit Ergenç,7,,,
twitter_trends_tagged.csv,,,,,,,Kariyer,7,,,
twitter_trends_tagged.csv,,,,,,,#çarşamba,7,,,
twitter_trends_tagged.csv,,,,,,,#GSvFB,7,,,
twitter_trends_tagged.csv,,,,,,,#SorulabilecekSorular,7,,,
twitter_trends_tagged.csv,,,,,,,#FBvGS,7,,,
twitter_trends_tagged.csv,,,,,,,#neolacak,7,,,
twitter_trends_tagged.csv,,,,,,,Barzani,7,,,
twitter_trends_tagged.csv,,,,,,,Galatasaray,7,,,
twitter_trends_tagged.csv,,,,,,,Yasin Kol,7,,,
twitter_trends_tagged.csv,,,,,,,Afet Haberciliği Paneli,7,,,
twitter_trends_tagged.csv,,,,,,,Duran,7,,,
twitter_trends_tagged.csv,,,,,,,Yılmaz Özdil,7,,,
twitter_trends_tagged.csv,,,,,,,Gökhan Gönül,7,,,
twitter_trends_tagged.csv,,,,,,,Furkan Karabay,7,,,
twitter_trends_tagged.csv,,,,,,,Günaydin,8,,,
twitter_trends_tagged.csv,,,,,,,ÇırakStajyeri Sömürmeyin,8,,,
twitter_trends_tagged.csv,,,,,,,Skriniar,8,,,
twitter_trends_tagged.csv,,,,,,,30 Bin,8,,,
twitter_trends_tagged.csv,,,,,,,Okan,8,,,
twitter_trends_tagged.csv,,,,,,,GAZZE'DE SARI ALARM,8,,,
twitter_trends_tagged.csv,,,,,,,Gülşah Durbay,8,,,
twitter_trends_tagged.csv,,,,,,,gündoğdu koleji,8,,,
twitter_trends_tagged.csv,,,,,,,Hakem,8,,,
twitter_trends_tagged.csv,,,,,,,tff'ye,8,,,
twitter_trends_tagged.csv,,,,,,,Beraberliğe,8,,,
twitter_trends_tagged.csv,,,,,,,Paro,8,,,
twitter_trends_tagged.csv,,,,,,,Sanchez,8,,,
twitter_trends_tagged.csv,,,,,,,Ersan Şen,8,,,
twitter_trends_tagged.csv,,,,,,,gelir uzmanları,8,,,
twitter_trends_tagged.csv,,,,,,,İsmail,8,,,
twitter_trends_tagged.csv,,,,,,,Hitleri,8,,,
twitter_trends_tagged.csv,,,,,,,Faul,8,,,
twitter_trends_tagged.csv,,,,,,,namık kemal,8,,,
twitter_trends_tagged.csv,,,,,,,Davinson,8,,,
twitter_trends_tagged.csv,,,,,,,Brown,8,,,
twitter_trends_tagged.csv,,,,,,,Kerem,8,,,
twitter_trends_tagged.csv,,,,,,,Ya Erdoğan Olmasaydı,8,,,
twitter_trends_tagged.csv,,,,,,,Reha,8,,,
twitter_trends_tagged.csv,,,,,,,recep uçar,8,,,
twitter_trends_tagged.csv,,,,,,,Dışişleri Bakanlığı,8,,,
twitter_trends_tagged.csv,,,,,,,Murat Cemcir,8,,,
twitter_trends_tagged.csv,,,,,,,Kazımcan Karataş,8,,,
twitter_trends_tagged.csv,,,,,,,Kenan Baran,8,,,
twitter_trends_tagged.csv,,,,,,,BM Genel Kurulu,8,,,
twitter_trends_tagged.csv,,,,,,,Adolf,8,,,
twitter_trends_tagged.csv,,,,,,,Tutturdular,8,,,
twitter_trends_tagged.csv,,,,,,,Metin Öztürk,8,,,
twitter_trends_tagged.csv,,,,,,,Aleykümselam,8,,,
twitter_trends_tagged.csv,,,,,,,sgk denetmenleri,8,,,
twitter_trends_tagged.csv,,,,,,,Halit Ergenç,8,,,
twitter_trends_tagged.csv,,,,,,,Kariyer,8,,,
twitter_trends_tagged.csv,,,,,,,#GSvFB,8,,,
twitter_trends_tagged.csv,,,,,,,#çarşamba,8,,,
twitter_trends_tagged.csv,,,,,,,#EmniyetGörmezdenGelinemez,8,,,
twitter_trends_tagged.csv,,,,,,,#FBvGS,8,,,
twitter_trends_tagged.csv,,,,,,,#neolacak,8,,,
twitter_trends_tagged.csv,,,,,,,Barzani,8,,,
twitter_trends_tagged.csv,,,,,,,Galatasaray,8,,,
twitter_trends_tagged.csv,,,,,,,Yasin Kol,8,,,
twitter_trends_tagged.csv,,,,,,,Afet Haberciliği Paneli,8,,,
twitter_trends_tagged.csv,,,,,,,Duran,8,,,
twitter_trends_tagged.csv,,,,,,,Yılmaz Özdil,8,,,
twitter_trends_tagged.csv,,,,,,,Gökhan Gönül,8,,,
twitter_trends_tagged.csv,,,,,,,Furkan Karabay,8,,,
twitter_trends_tagged.csv,,,,,,,30 Bin,8,,,
twitter_trends_tagged.csv,,,,,,,Skriniar,8,,,
twitter_trends_tagged.csv,,,,,,,Okan,8,,,
twitter_trends_tagged.csv,,,,,,,Gülşah Durbay,8,,,
twitter_trends_tagged.csv,,,,,,,Hakem,8,,,
twitter_trends_tagged.csv,,,,,,,gündoğdu koleji,8,,,
twitter_trends_tagged.csv,,,,,,,GAZZE'DE SARI ALARM,8,,,
twitter_trends_tagged.csv,,,,,,,ÇırakStajyeri Sömürmeyin,8,,,
twitter_trends_tagged.csv,,,,,,,Beraberliğe,8,,,
twitter_trends_tagged.csv,,,,,,,tff'ye,8,,,
twitter_trends_tagged.csv,,,,,,,Sanchez,8,,,
twitter_trends_tagged.csv,,,,,,,gelir uzmanları,8,,,
twitter_trends_tagged.csv,,,,,,,Paro,8,,,
twitter_trends_tagged.csv,,,,,,,reha,8,,,
twitter_trends_tagged.csv,,,,,,,İsmail,8,,,
twitter_trends_tagged.csv,,,,,,,nesyri,8,,,
twitter_trends_tagged.csv,,,,,,,BM Genel Kurulu,8,,,
