KAYNAK,Trend Başlık,Arama Hacmi,Ne Zaman Başladı,ID,Hashtag,Count,Trend,Tag,Channels / Keywords,video,tag
google_trends_168.csv,fenerbahçe - galatasaray,5 Mn+,4 gün önce,,,,,,,,
google_trends_168.csv,spotify wrapped,50 B+,dün,,,,,,,,
google_trends_168.csv,barcelona - atletico madrid,100 B+,18 saat önce,,,,,,,,
google_trends_168.csv,enflasyon,100 B+,8 saat önce,,,,,,,,
google_trends_168.csv,erokspor - karagümrük,10 B+,1 saat önce,,,,,,,,
google_trends_168.csv,3 aralık dünya engelliler günü,50 B+,dün,,,,,,,,
google_trends_168.csv,türkiye kupası,20 B+,dün,,,,,,,,
google_trends_168.csv,juventus - udinese,20 B+,18 saat önce,,,,,,,,
google_trends_168.csv,murat cemcir,50 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,karacabey belediye spor - kocaelispor,20 B+,3 saat önce,,,,,,,,
google_trends_168.csv,kahramanmaraşspor - erzurumspor,10 B+,3 saat önce,,,,,,,,
google_trends_168.csv,eyüpspor - çankaya fk,10 B+,3 saat önce,,,,,,,,
google_trends_168.csv,fulham - manchester city,50 B+,18 saat önce,,,,,,,,
google_trends_168.csv,stranger things izle,200 B+,6 gün önce,,,,,,,,
google_trends_168.csv,kira artış oranı aralık 2025,20 B+,6 saat önce,,,,,,,,
google_trends_168.csv,togg,20 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,cenin,10 B+,dün,,,,,,,,
google_trends_168.csv,muğlaspor - bodrumspor,5 B+,3 saat önce,,,,,,,,
google_trends_168.csv,spotify özet,2 B+,1 saat önce,,,,,,,,
google_trends_168.csv,25 kilo altın kaç tl,5 B+,19 saat önce,,,,,,,,
google_trends_168.csv,orman genel müdürlüğü personel alımı başvuru,10 B+,20 saat önce,,,,,,,,
google_trends_168.csv,gökhan gönül,20 B+,dün,,,,,,,,
google_trends_168.csv,istanbulspor - sarıyer,2 B+,3 saat önce,,,,,,,,
google_trends_168.csv,kral kaybederse son bölüm,20 B+,16 saat önce,,,,,,,,
google_trends_168.csv,a spor,5 B+,dün,,,,,,,,
google_trends_168.csv,rüya gibi,20 B+,20 saat önce,,,,,,,,
google_trends_168.csv,masterchef 3. ceketi kim kazandı,10 B+,15 saat önce,,,,,,,,
google_trends_168.csv,kıskanmak 12. bölüm,5 B+,16 saat önce,,,,,,,,
google_trends_168.csv,toki ne zaman açıklanacak 2026,10 B+,dün,,,,,,,,
google_trends_168.csv,burcu özberk,500+,1 saat önce,,,,,,,,
google_trends_168.csv,barzani,10 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,ptt,2 B+,2 saat önce,,,,,,,,
google_trends_168.csv,ozempic,2 B+,9 saat önce,,,,,,,,
google_trends_168.csv,bahar 61 bölüm izle,20 B+,16 saat önce,,,,,,,,
google_trends_168.csv,karagümrük - beşiktaş,500 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,meb,1 B+,20 dakika önce,,,,,,,,
google_trends_168.csv,sakaryaspor - gençlerbirliği,50 B+,20 saat önce,,,,,,,,
google_trends_168.csv,katılımevim,2 B+,19 saat önce,,,,,,,,
google_trends_168.csv,alperen şengün utah jazz,500+,1 saat önce,,,,,,,,
google_trends_168.csv,rizespor - pendikspor,50 B+,22 saat önce,,,,,,,,
google_trends_168.csv,yılmaz özdil,10 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,ankara su kesintisi,20 B+,dün,,,,,,,,
google_trends_168.csv,girona - real madrid,100 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,samsunspor - alanyaspor,50 B+,dün,,,,,,,,
google_trends_168.csv,jandarma,5 B+,2 saat önce,,,,,,,,
google_trends_168.csv,manavgat,200+,50 dakika önce,,,,,,,,
google_trends_168.csv,ztk,1 B+,23 saat önce,,,,,,,,
google_trends_168.csv,seyahat sağlık sigortası gürcistan,200+,1 saat önce,,,,,,,,
google_trends_168.csv,برشلونة ضد أتلتيكو مدريد,10 B+,18 saat önce,,,,,,,,
google_trends_168.csv,borussia dortmund - leverkusen,20 B+,18 saat önce,,,,,,,,
google_trends_168.csv,barcelona,20 B+,17 saat önce,,,,,,,,
google_trends_168.csv,lipton,500+,2 saat önce,,,,,,,,
google_trends_168.csv,muş 1984 - konyaspor,20 B+,dün,,,,,,,,
google_trends_168.csv,serhat doğramacı,1 B+,30 dakika önce,,,,,,,,
google_trends_168.csv,gülşah durbay,10 B+,dün,,,,,,,,
google_trends_168.csv,iznik nerede,100 B+,6 gün önce,,,,,,,,
google_trends_168.csv,fenerium,100 B+,5 gün önce,,,,,,,,
google_trends_168.csv,newcastle united - tottenham,10 B+,18 saat önce,,,,,,,,
google_trends_168.csv,asgari ücret 2026,5 B+,5 saat önce,,,,,,,,
google_trends_168.csv,red dead redemption,1 B+,17 saat önce,,,,,,,,
google_trends_168.csv,aspor,20 B+,3 saat önce,,,,,,,,
google_trends_168.csv,keçiörengücü - kayserispor,50 B+,dün,,,,,,,,
google_trends_168.csv,istanbul hava durumu kar yağışı,500 B+,7 saat önce,,,,,,,,
google_trends_168.csv,fulham,10 B+,18 saat önce,,,,,,,,
google_trends_168.csv,trabzonspor - konyaspor,200 B+,3 gün önce,,,,,,,,
google_trends_168.csv,samsunspor,500 B+,5 gün önce,,,,,,,,
google_trends_168.csv,rafa silva beşiktaş,5 B+,17 saat önce,,,,,,,,
google_trends_168.csv,avrupa ligi,1 Mn+,6 gün önce,,,,,,,,
google_trends_168.csv,ziraat türkiye kupası maçları,10 B+,2 saat önce,,,,,,,,
google_trends_168.csv,seçil erzan,20 B+,dün,,,,,,,,
google_trends_168.csv,zootropolis 2,50 B+,5 gün önce,,,,,,,,
google_trends_168.csv,ösym,2 B+,2 saat önce,,,,,,,,
google_trends_168.csv,chelsea - arsenal,50 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,ben leman 9 bölüm full izle,20 B+,3 gün önce,,,,,,,,
google_trends_168.csv,jhon duran,10 B+,dün,,,,,,,,
google_trends_168.csv,eşref rüya 23 bölüm,50 B+,6 gün önce,,,,,,,,
google_trends_168.csv,mit,100+,20 dakika önce,,,,,,,,
google_trends_168.csv,togg kampanya,10 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,olympiakos - real madrid,200 B+,6 gün önce,,,,,,,,
google_trends_168.csv,ösym ais,5 B+,2 saat önce,,,,,,,,
google_trends_168.csv,kocaelispor - gençlerbirliği,100 B+,4 gün önce,,,,,,,,
google_trends_168.csv,benzin motorine zam,2 B+,7 saat önce,,,,,,,,
google_trends_168.csv,barcelona - alavés,50 B+,3 gün önce,,,,,,,,
google_trends_168.csv,john duran,20 B+,dün,,,,,,,,
google_trends_168.csv,mehmet ali ağca,20 B+,6 gün önce,,,,,,,,
google_trends_168.csv,aspor canlı,1 B+,3 saat önce,,,,,,,,
google_trends_168.csv,antalyaspor - göztepe,50 B+,3 gün önce,,,,,,,,
google_trends_168.csv,furkan karabay,5 B+,dün,,,,,,,,
google_trends_168.csv,aras kargo,20 B+,3 gün önce,,,,,,,,
google_trends_168.csv,3 aralık dünya engelliler günü etkinlikleri,1 B+,8 saat önce,,,,,,,,
google_trends_168.csv,güller ve günahlar 8 bölüm,20 B+,3 gün önce,,,,,,,,
google_trends_168.csv,warriors - thunder,2 B+,9 saat önce,,,,,,,,
google_trends_168.csv,tod,50 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,juventus - cagliari,50 B+,3 gün önce,,,,,,,,
google_trends_168.csv,zülfü akşit,2 B+,24 saat önce,,,,,,,,
google_trends_168.csv,gaziantep fk - eyüpspor,50 B+,4 gün önce,,,,,,,,
google_trends_168.csv,osym,500+,2 saat önce,,,,,,,,
google_trends_168.csv,leroy sané,20 B+,dün,,,,,,,,
google_trends_168.csv,west ham united - liverpool,20 B+,3 gün önce,,,,,,,,
google_trends_168.csv,rizespor - kayserispor,50 B+,4 gün önce,,,,,,,,
google_trends_168.csv,kasımpaşa - başakşehir,50 B+,3 gün önce,,,,,,,,
google_trends_168.csv,bournemouth - everton,5 B+,18 saat önce,,,,,,,,
google_trends_168.csv,puan durumu,20 B+,dün,,,,,,,,
google_trends_168.csv,manchester city - leeds united,20 B+,3 gün önce,,,,,,,,
google_trends_168.csv,adana demirspor - hatayspor,10 B+,dün,,,,,,,,
google_trends_168.csv,monaco - psg,20 B+,3 gün önce,,,,,,,,
google_trends_168.csv,halef 10 bölüm full izle,20 B+,5 gün önce,,,,,,,,
google_trends_168.csv,crystal palace - manchester united,20 B+,3 gün önce,,,,,,,,
google_trends_168.csv,hazer amani,5 B+,21 saat önce,,,,,,,,
google_trends_168.csv,ajax - groningen,20 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,mustafa destici,5 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,jazz - rockets,10 B+,dün,,,,,,,,
google_trends_168.csv,فولهام ضد مان سيتي,2 B+,18 saat önce,,,,,,,,
google_trends_168.csv,newcastle,5 B+,17 saat önce,,,,,,,,
google_trends_168.csv,trafik sigortasında yeni dönem,200+,2 saat önce,,,,,,,,
google_trends_168.csv,isviçre - türkiye,50 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,pisa - inter,20 B+,3 gün önce,,,,,,,,
google_trends_168.csv,amed - erokspor,50 B+,5 gün önce,,,,,,,,
google_trends_168.csv,nacional - benfica,20 B+,3 gün önce,,,,,,,,
google_trends_168.csv,sivasspor - boluspor,20 B+,3 gün önce,,,,,,,,
google_trends_168.csv,liverpool - psv,50 B+,6 gün önce,,,,,,,,
google_trends_168.csv,غيرونا ضد الريال,20 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,puskás akadémia - ferençvaroş,10 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,ozan bingöl,10 B+,3 gün önce,,,,,,,,
google_trends_168.csv,2026 asgari ücret zammı,20 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,kbs,20 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,ali demir evrensel,5 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,anderlecht - union saint-gilloise,20 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,rb leipzig - fc magdeburg,1 B+,18 saat önce,,,,,,,,
google_trends_168.csv,polat şaroğlu,10 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,kazımcan,10 B+,dün,,,,,,,,
google_trends_168.csv,eşref rüya 23 bölüm izle dizi izle,20 B+,6 gün önce,,,,,,,,
google_trends_168.csv,atv canlı 2025,10 B+,6 saat önce,,,,,,,,
google_trends_168.csv,arsenal - bayern münih,50 B+,6 gün önce,,,,,,,,
google_trends_168.csv,byd,10 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,roma - napoli,10 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,bodrumspor - çorum,10 B+,3 gün önce,,,,,,,,
google_trends_168.csv,dilberay filmi,5 B+,dün,,,,,,,,
google_trends_168.csv,psg - tottenham,20 B+,6 gün önce,,,,,,,,
google_trends_168.csv,11. yargı paketi,20 B+,6 gün önce,,,,,,,,
google_trends_168.csv,taşacak bu deniz son bölüm izle,50 B+,4 gün önce,,,,,,,,
google_trends_168.csv,atletico madrid - oviedo,10 B+,3 gün önce,,,,,,,,
google_trends_168.csv,froto temettü,1 B+,6 saat önce,,,,,,,,
google_trends_168.csv,sakaryaspor,2 B+,20 saat önce,,,,,,,,
google_trends_168.csv,danla biliç,200+,4 saat önce,,,,,,,,
google_trends_168.csv,trabzonspor ilk başkanı,50 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,stranger things oyuncuları,5 B+,5 gün önce,,,,,,,,
google_trends_168.csv,zara indirim,20 B+,6 gün önce,,,,,,,,
google_trends_168.csv,yusuf atay,5 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,uefa,20 B+,6 gün önce,,,,,,,,
google_trends_168.csv,zihni göktay,10 B+,6 gün önce,,,,,,,,
google_trends_168.csv,real madrid,50 B+,6 gün önce,,,,,,,,
google_trends_168.csv,arka sokaklar 729 bölüm full izle,10 B+,4 gün önce,,,,,,,,
google_trends_168.csv,barca,5 B+,17 saat önce,,,,,,,,
google_trends_168.csv,samsung galaxy trifold,1 B+,16 saat önce,,,,,,,,
google_trends_168.csv,recep uçar,5 B+,dün,,,,,,,,
google_trends_168.csv,inter miami - new york city,10 B+,3 gün önce,,,,,,,,
google_trends_168.csv,ege deprem,20 B+,6 gün önce,,,,,,,,
google_trends_168.csv,isu,200+,5 saat önce,,,,,,,,
google_trends_168.csv,mavi,20 B+,6 gün önce,,,,,,,,
google_trends_168.csv,rayo vallecano - valencia,2 B+,dün,,,,,,,,
google_trends_168.csv,tottenham - fulham,10 B+,3 gün önce,,,,,,,,
google_trends_168.csv,emlak vergisi ödeme,10 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,beinsports üyelik,20 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,cemal öztürk,5 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,chobani stadyumu,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,vanspor - serikspor,20 B+,4 gün önce,,,,,,,,
google_trends_168.csv,tcmb enflasyon,500+,6 saat önce,,,,,,,,
google_trends_168.csv,milan - lazio,10 B+,3 gün önce,,,,,,,,
google_trends_168.csv,atletico madrid - inter,20 B+,6 gün önce,,,,,,,,
google_trends_168.csv,iptv,10 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,sinem ünsal,2 B+,dün,,,,,,,,
google_trends_168.csv,bim hisse,500+,4 saat önce,,,,,,,,
google_trends_168.csv,arda turan,10 B+,5 gün önce,,,,,,,,
google_trends_168.csv,italya kupası,1 B+,17 saat önce,,,,,,,,
google_trends_168.csv,bologna,2 B+,dün,,,,,,,,
google_trends_168.csv,gökçe bahadır,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,barzani kimdir,500+,18 saat önce,,,,,,,,
google_trends_168.csv,mönchengladbach - st. pauli,2 B+,21 saat önce,,,,,,,,
google_trends_168.csv,bloomberg ht,1 B+,6 saat önce,,,,,,,,
google_trends_168.csv,hong kong yangın,10 B+,6 gün önce,,,,,,,,
google_trends_168.csv,film izle türkçe dublaj,10 B+,3 gün önce,,,,,,,,
google_trends_168.csv,denizbank,10 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,الطقس غدًا,50 B+,3 gün önce,,,,,,,,
google_trends_168.csv,everton cebolinha,200+,1 saat önce,,,,,,,,
google_trends_168.csv,hakim savcı kura töreni 2025,2 B+,dün,,,,,,,,
google_trends_168.csv,فنربخشة ضد غلطة سراي,5 B+,dün,,,,,,,,
google_trends_168.csv,todd,5 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,nottingham forest - brighton,5 B+,3 gün önce,,,,,,,,
google_trends_168.csv,clash royale,5 B+,5 gün önce,,,,,,,,
google_trends_168.csv,india vs south africa,200+,4 saat önce,,,,,,,,
google_trends_168.csv,kick,20 B+,3 gün önce,,,,,,,,
google_trends_168.csv,bloomberg,1 B+,6 saat önce,,,,,,,,
google_trends_168.csv,برشلونة ضد ألافيس,10 B+,3 gün önce,,,,,,,,
google_trends_168.csv,selcuk,5 B+,dün,,,,,,,,
google_trends_168.csv,galatasaray oyuncuları,5 B+,dün,,,,,,,,
google_trends_168.csv,benzin motorin indirim,10 B+,5 gün önce,,,,,,,,
google_trends_168.csv,epdk,500+,6 saat önce,,,,,,,,
google_trends_168.csv,mac,10 B+,dün,,,,,,,,
google_trends_168.csv,1 aralık ne günü,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,tübitak,200+,4 saat önce,,,,,,,,
google_trends_168.csv,erzurumspor - istanbulspor,10 B+,4 gün önce,,,,,,,,
google_trends_168.csv,bayern münih - st. pauli,10 B+,3 gün önce,,,,,,,,
google_trends_168.csv,arsenal,20 B+,6 gün önce,,,,,,,,
google_trends_168.csv,hsk kararname,10 B+,5 gün önce,,,,,,,,
google_trends_168.csv,nélson semedo,10 B+,dün,,,,,,,,
google_trends_168.csv,emekli maaş zammı enflasyon farkı,10 B+,3 gün önce,,,,,,,,
google_trends_168.csv,serdar kıyak,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,pendikspor - manisa fk,10 B+,4 gün önce,,,,,,,,
google_trends_168.csv,heated rivalry,5 B+,4 gün önce,,,,,,,,
google_trends_168.csv,1 aralık,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,everton - newcastle united,5 B+,3 gün önce,,,,,,,,
google_trends_168.csv,herki aşireti,2 B+,dün,,,,,,,,
google_trends_168.csv,leipzig,1 B+,17 saat önce,,,,,,,,
google_trends_168.csv,en nesyri,2 B+,dün,,,,,,,,
google_trends_168.csv,muhammed kerem aktürkoğlu,5 B+,dün,,,,,,,,
google_trends_168.csv,maç sonu,10 B+,dün,,,,,,,,
google_trends_168.csv,barselona,500+,17 saat önce,,,,,,,,
google_trends_168.csv,kaçak maç,5 B+,dün,,,,,,,,
google_trends_168.csv,ekaterina antropova,100+,50 dakika önce,,,,,,,,
google_trends_168.csv,salih ayhan,5 B+,4 gün önce,,,,,,,,
google_trends_168.csv,76ers - wizards,200+,10 saat önce,,,,,,,,
google_trends_168.csv,versace,1 B+,24 saat önce,,,,,,,,
google_trends_168.csv,iddia,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,getafe - elche,5 B+,4 gün önce,,,,,,,,
google_trends_168.csv,барселона – атлетико мадрид,500+,17 saat önce,,,,,,,,
google_trends_168.csv,bedelli askerlik,5 B+,4 gün önce,,,,,,,,
google_trends_168.csv,bugün ne günü,200+,6 saat önce,,,,,,,,
google_trends_168.csv,bülent inal,1 B+,19 saat önce,,,,,,,,
google_trends_168.csv,ga,5 B+,dün,,,,,,,,
google_trends_168.csv,كأس العرب,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,berkan kutlu,2 B+,dün,,,,,,,,
google_trends_168.csv,tahir elçi,5 B+,5 gün önce,,,,,,,,
google_trends_168.csv,girona vs real madrid,5 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,atalanta - fiorentina,5 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,manute bol,20 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,ece vahapoğlu,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,pafos - monaco,10 B+,6 gün önce,,,,,,,,
google_trends_168.csv,sarıyer - bandırmaspor,5 B+,3 gün önce,,,,,,,,
google_trends_168.csv,karabük deprem,1 B+,20 saat önce,,,,,,,,
google_trends_168.csv,justin,5 B+,dün,,,,,,,,
google_trends_168.csv,seth curry,200+,7 saat önce,,,,,,,,
google_trends_168.csv,ömer belli,5 B+,5 gün önce,,,,,,,,
google_trends_168.csv,gss borcu,5 B+,6 gün önce,,,,,,,,
google_trends_168.csv,lakers - suns,1 B+,dün,,,,,,,,
google_trends_168.csv,almanya kupası,500+,18 saat önce,,,,,,,,
google_trends_168.csv,gram altın fiyatları 30 kasım,10 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,liverpool,10 B+,6 gün önce,,,,,,,,
google_trends_168.csv,nebahat çehre,200+,6 saat önce,,,,,,,,
google_trends_168.csv,tabii,100 B+,5 gün önce,,,,,,,,
google_trends_168.csv,أوليمبياكوس ضد الريال,10 B+,6 gün önce,,,,,,,,
google_trends_168.csv,sömestr tatili ne zaman,5 B+,3 gün önce,,,,,,,,
google_trends_168.csv,validesuyu camii sesler,1 B+,20 saat önce,,,,,,,,
google_trends_168.csv,eintracht frankfurt - atalanta,10 B+,6 gün önce,,,,,,,,
google_trends_168.csv,s sport,1 B+,17 saat önce,,,,,,,,
google_trends_168.csv,barça,500+,17 saat önce,,,,,,,,
google_trends_168.csv,alba blaj,1 B+,21 saat önce,,,,,,,,
google_trends_168.csv,psg,10 B+,6 gün önce,,,,,,,,
google_trends_168.csv,30 kasım ne günü,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,çankaya belediyesi,5 B+,5 gün önce,,,,,,,,
google_trends_168.csv,keçiörengücü - iğdır fk,5 B+,4 gün önce,,,,,,,,
google_trends_168.csv,تشيلسي ضد آرسنال,5 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,tottenham,5 B+,3 gün önce,,,,,,,,
google_trends_168.csv,evrim akın olayı,5 B+,4 gün önce,,,,,,,,
google_trends_168.csv,beyaz tv,2 B+,dün,,,,,,,,
google_trends_168.csv,lig tv,2 B+,dün,,,,,,,,
google_trends_168.csv,spurs - grizzlies,200+,9 saat önce,,,,,,,,
google_trends_168.csv,eintracht frankfurt - wolfsburg,5 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,gümüş gram,5 B+,7 saat önce,,,,,,,,
google_trends_168.csv,erken emeklilik,1 B+,dün,,,,,,,,
google_trends_168.csv,sıla,500+,dün,,,,,,,,
google_trends_168.csv,murat taşçı,1 B+,dün,,,,,,,,
google_trends_168.csv,viktoria plzeň - freiburg,10 B+,5 gün önce,,,,,,,,
google_trends_168.csv,izmir hava durumu,20 B+,4 gün önce,,,,,,,,
google_trends_168.csv,esenyurt belediyesi,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,selin genç,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,marsilya - toulouse,5 B+,3 gün önce,,,,,,,,
google_trends_168.csv,aston villa - wolverhampton,5 B+,3 gün önce,,,,,,,,
google_trends_168.csv,muçi,5 B+,3 gün önce,,,,,,,,
google_trends_168.csv,one battle after another,1 B+,20 saat önce,,,,,,,,
google_trends_168.csv,sevilla - real betis,5 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,bamidele yusuf,5 B+,5 gün önce,,,,,,,,
google_trends_168.csv,pelicans - timberwolves,200+,8 saat önce,,,,,,,,
google_trends_168.csv,orkun özeller,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,warriors - rockets,10 B+,6 gün önce,,,,,,,,
google_trends_168.csv,david luiz,5 B+,6 gün önce,,,,,,,,
google_trends_168.csv,bugün kimin maçı var,2 B+,dün,,,,,,,,
google_trends_168.csv,avatar 3,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,como - sassuolo,2 B+,4 gün önce,,,,,,,,
google_trends_168.csv,porto - estoril,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,pınar saka,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,h3n2,500+,23 saat önce,,,,,,,,
google_trends_168.csv,afra saraçoğlu,500+,16 saat önce,,,,,,,,
google_trends_168.csv,datça,500+,dün,,,,,,,,
google_trends_168.csv,google,5 B+,3 gün önce,,,,,,,,
google_trends_168.csv,inditex,2 B+,6 gün önce,,,,,,,,
google_trends_168.csv,brann,5 B+,5 gün önce,,,,,,,,
google_trends_168.csv,نيوكاسل يونايتد ضد توتنهام,200+,17 saat önce,,,,,,,,
google_trends_168.csv,black friday,5 B+,5 gün önce,,,,,,,,
google_trends_168.csv,gülşen bubikoğlu,500+,19 saat önce,,,,,,,,
google_trends_168.csv,29 kasım ne günü,2 B+,4 gün önce,,,,,,,,
google_trends_168.csv,şükran günü,2 B+,6 gün önce,,,,,,,,
google_trends_168.csv,kuzey afrika,10 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,cillian murphy,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,osman sezener,2 B+,dün,,,,,,,,
google_trends_168.csv,real sociedad - villarreal,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,وست هام ضد ليفربول,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,petrolspor,5 B+,3 gün önce,,,,,,,,
google_trends_168.csv,bein,2 B+,dün,,,,,,,,
google_trends_168.csv,ibrahim selim,500+,dün,,,,,,,,
google_trends_168.csv,hamburg - stuttgart,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,bugün ne maçı var,2 B+,dün,,,,,,,,
google_trends_168.csv,elazığspor,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,psv,5 B+,6 gün önce,,,,,,,,
google_trends_168.csv,fransa 1. ligi,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,sunderland - bournemouth,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,europa league,5 B+,5 gün önce,,,,,,,,
google_trends_168.csv,oosterwolde,2 B+,dün,,,,,,,,
google_trends_168.csv,gala,2 B+,dün,,,,,,,,
google_trends_168.csv,beyaz futbol,1 B+,dün,,,,,,,,
google_trends_168.csv,arda ünyay,2 B+,dün,,,,,,,,
google_trends_168.csv,psv - volendam,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,örümcek maskesi arjantin,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,lyon - nantes,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,bereketli topraklar neden final yapıyor,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,levante - athletic bilbao,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,lakers - pelicans,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,yasemin adar,500+,22 saat önce,,,,,,,,
google_trends_168.csv,asensio,2 B+,dün,,,,,,,,
google_trends_168.csv,roma,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,kylian mbappé,5 B+,6 gün önce,,,,,,,,
google_trends_168.csv,boyner,10 B+,5 gün önce,,,,,,,,
google_trends_168.csv,şef maksut aşkar kimdir,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,منتخب سوريا,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,trt 1,20 B+,5 gün önce,,,,,,,,
google_trends_168.csv,sienna miller,500+,dün,,,,,,,,
google_trends_168.csv,ankaragücü,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,putin,500+,21 saat önce,,,,,,,,
google_trends_168.csv,بارسلونا مقابل اتلتیکو,500+,18 saat önce,,,,,,,,
google_trends_168.csv,brentford - burnley,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,süper lig sıralaması,1 B+,dün,,,,,,,,
google_trends_168.csv,letonya,500+,dün,,,,,,,,
google_trends_168.csv,yunanistan,500+,22 saat önce,,,,,,,,
google_trends_168.csv,kenan doğulu,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,talisca,2 B+,dün,,,,,,,,
google_trends_168.csv,ankara elektrik kesintisi,500+,23 saat önce,,,,,,,,
google_trends_168.csv,edson álvarez,2 B+,dün,,,,,,,,
google_trends_168.csv,bugün hangi maç var,2 B+,dün,,,,,,,,
google_trends_168.csv,stoke - hull city,2 B+,4 gün önce,,,,,,,,
google_trends_168.csv,paul onuachu,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,le havre - lille,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,фенербахче – галатасарай,1 B+,dün,,,,,,,,
google_trends_168.csv,kurtuluş oransal,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,bls,500+,dün,,,,,,,,
google_trends_168.csv,arda kardeşler,500+,dün,,,,,,,,
google_trends_168.csv,barış alper yılmaz,2 B+,dün,,,,,,,,
google_trends_168.csv,braga,1 B+,dün,,,,,,,,
google_trends_168.csv,ps plus,5 B+,5 gün önce,,,,,,,,
google_trends_168.csv,girona,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,telstar - feyenoord,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,viktoria plzeň - mladá boleslav,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,chelsea vs arsenal,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,porto - nice,5 B+,5 gün önce,,,,,,,,
google_trends_168.csv,trt 1 canlı,20 B+,5 gün önce,,,,,,,,
google_trends_168.csv,istanbul anadolu adliyesi,100+,2 saat önce,,,,,,,,
google_trends_168.csv,palu ailesi,2 B+,5 gün önce,,,,,,,,
